找到 1 个数据文件

开始处理 ../../data/raw/pubmed_incremental_2026-03-31.json ...
✗ 导入失败 Nociceptor-derived CGRP enhances dermal type I conventional : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060174360c7ba22cbcbef0b3ad5a364f1d5ffd4d534385b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Idiopathic heart block: association with vitiligo, thyroid d: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244432a65bb9cc875deec710c23fb9efaa4f4b72e430', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Cowden disease. Report of two additional cases.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244452c85c17782ebc45169ced08d4429f63da6fd9fd', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Transfer factor as an approach to the treatment of immune de: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602444730d8b6629036fcd55e170152fff40cb90fb9f21', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Clinical associations of vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244494ce5ecf588ca94db1d51bc7611e0e34a2b0d4c6', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Therapeutic Efficacy of 308-nm Excimer Laser Combined with M: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244510122e067a97425d143ffb5b1264435d22ac65cd', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Implication of regulatory T cells' telomere shortening in pa: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024453136d040308dbb0f02afaf82b7b396fccaad012e', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Noncultured Trypsinized Epidermal Cell Suspension Transplant: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244553dbd974705403ed299d94493a3fa74659a84b69', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A novel reverse perilesional home phototherapy can promote t: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602445797567f706121169fe4c693c57ce45241c1290fe', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 CD20 + T lymphocytes in isolated Hashimoto's thyroiditis and: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244597d7af947c1ba7087bbc51da73d8efb12caa6d6a', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Ruxolitinib Cream 1.5%: A Review in Non-Segmental Vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024461699133bc9568969fe2bce52869d519de2164c48', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Role of kinin receptors in skin pigmentation.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244634b438bdac50f976a5602459b8678e3a60fa879d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Association of SOD1 gene variants (50 bp Ins/Del, rs4817415,: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024465113c33c36521378d02b2c8389204fa8c3415610', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The regenerative potential of autologous stem and somatic ce: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244670bae19a301e839859fb73b38a483a80f26efd95', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The role of dermal fibroblasts in autoimmune skin diseases.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244704f49357381ad84b476d8c8001bb9a349df2c2a0', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The Treatment of Refractory Vitiligo With Autologous Culture: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244725a2ff16ed3194d03cee93da7690111858fdc1f2', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 308 nm excimer laser and tacrolimus ointment in the treatmen: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244746d45a4978a30a8e2955b6a7513cc3df3459b16b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A systematic review of case series and clinical trials inves: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244767b2d574b8a133720ef9fae8eba78adee9fe4223', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Method for high-plex analysis of immune cells in human skin : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244790bb97882f9c8b353de172669fa142130a6d7308', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo-like Lesions as a Predictor of Response to Immunoth: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244809d38ab4615ab463b4b1139db3a04e853b168a8d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Exosomes containing miR-1469 regulate natural killer cells b: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024482978a562a5d1f9d83a31bddf8475539eaf6fd2be', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Comparison of intralesional 5-fluorouracil and intralesional: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024485167569214a203f8f1d91dd2684aad81948ece90', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Exploration of photoprotective and antibiotic activity of wi: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244873e4feb8d226730241afb8b5c4c4c35b3216d550', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Screening for Biomarkers Related to Pigmentation and Formati: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244894ce5ecf588ca94db1d51bc7611e0e34a267345c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Comparison of various excimer laser (EL) combination therapi: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244915cb7552bf2b2738992c27085ac90ab905bf86b0', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Multi-technology integrated network pharmacology-based study: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244936d124c43c387314b34f4e9e457720e339c1d142', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Single-cell sequencing reveals increased LAMB3-positive basa: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024495698a941fd3b1c6e321c170880bc52c931d6b377', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Genome-wide DNA methylation of lesional and peri-lesional sk: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024498280167a7b10ec4a01c7841bdc6c404317810ae5', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The Role of Regulatory Cell Death in Vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602450042776333f3b283eee8f5b1f81a3b36a6575e8e2', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Association Between Eight Autoimmune Diseases and Thyroid Ca: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602450245c847dce3dfef19d8a8a6e4aeb40e68b6fc8e9', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Novel Janus Kinase Inhibitors in the Treatment of Dermatolog: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060245044df6479734761ee7b3ca927c635915b31e1f1da', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Efficacy and safety of 308-nm Excimer lamp combined with Tac: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060245064bae19a301e839859fb73b38a483a80f2891dbc', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Lichen sclerosus associated with Turner syndrome treated wit: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060245083987c84bcd2cf8ff80a3b8e4538a0ada7fc06b9', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A case of vitiligo after COVID-19 vaccination: a possible ro: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024510010d0a5a24b569280b1f19b75cda1de375de59a', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Practical guidelines for the treatment of vitiligo with the : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024512443cc1cf6ced7e437334ae832707c28264837e9', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Compromised melanocyte survival due to decreased suppression: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060245142b13991408299847dfa58bbf178e83767c0fed8', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 1,25-Dihydroxyvitamin D<sub>3</sub> Provides Benefits in Vit: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060245162f098cb199d504efd1cd9a58a221b4d6878e7ad', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Evolution of Ritlecitinib Population Pharmacokinetic Models : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602451819b45e4f03d1ded75da6145fcabce48387a9797', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Efficacy and safety of compound glycyrrhizin in combination : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602452017d66892265258d8a5511543a67713e2faa9412', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 EGR1 Mediated Reduction of Fibroblast Secreted-TGF-β1 Exacer: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060245219cef11be83a3a19450d30840534a3c1e1e8918e', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Efficacy of using oral methotrexate with phototherapy in the: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602452419e1bacc68b98f823c2af95ea68bff0ae5f4f8f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Case Report: Successful treatment with methotrexate in a 10-: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024526134ff21c68f0a8c5663b658af010575543bc395', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Melanin: a unifying theory of disease as exemplified by Park: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602452798927e9e6092a7bad85bb8d12dc53808b7ee445', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A cross-sectional study of pediatric dermatoses in a special: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060245299ed36e414884cda3f1f4a934ca6621dbb808584', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Economic Burden among Patients with Vitiligo in the United S: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060245318d45a4978a30a8e2955b6a7513cc3df34f774ee', 'param': '', 'type': 'Not Found'}}
